hour,airport_icao_names,cumulative_delay,edge_index
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[  34.],
        [   0.],
        [   0.],
        [ 254.],
        [1117.],
        [   0.],
        [   0.],
        [   0.],
        [ 500.],
        [  46.],
        [  32.],
        [ 179.]])","tensor([[ 8,  4,  4, 11,  7,  4,  4,  4,  4,  4,  8,  4,  1, 10,  9],
        [ 7,  2,  0,  4,  8,  5, 10,  9,  1,  8,  4, 11,  4,  4,  4]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 34.],
        [ 17.],
        [  0.],
        [254.],
        [268.],
        [  0.],
        [  0.],
        [  0.],
        [360.],
        [ 46.],
        [ 32.],
        [ 68.]])","tensor([[ 8, 11,  4,  8,  9,  4,  4,  7,  4,  4,  3,  4,  0,  1,  3,  3,  8],
        [ 1,  4,  3,  7,  4,  3,  0, 11,  9,  9,  8,  8,  3,  8,  9,  1,  3]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [  0.],
        [  0.],
        [254.],
        [641.],
        [  0.],
        [  0.],
        [  0.],
        [360.],
        [ 46.],
        [  0.],
        [ 93.]])","tensor([[ 4,  9,  4,  8,  4, 11,  1,  4],
        [ 1,  4, 10,  0, 11,  4,  3,  6]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[  34.],
        [   0.],
        [   0.],
        [ 254.],
        [1142.],
        [   0.],
        [   0.],
        [  94.],
        [ 687.],
        [   0.],
        [   0.],
        [  93.]])","tensor([[ 4,  9,  4,  4,  4,  0,  7,  4,  4,  8,  1,  8,  7,  3],
        [ 9,  3,  0,  7, 10,  4,  8,  5,  8,  4,  3,  7,  8,  4]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 34.],
        [ 99.],
        [  0.],
        [254.],
        [678.],
        [  0.],
        [  0.],
        [ 94.],
        [ 91.],
        [ 46.],
        [  0.],
        [ 93.]])","tensor([[2, 4, 3, 4, 5, 1, 9, 3],
        [4, 8, 9, 3, 4, 3, 4, 1]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[  34.],
        [  17.],
        [   0.],
        [ 160.],
        [1034.],
        [   0.],
        [   0.],
        [  94.],
        [  91.],
        [  97.],
        [   0.],
        [  93.]])","tensor([[ 8,  1,  8, 11, 10,  5,  4,  3,  8,  9,  3, 11,  7,  4],
        [ 7,  4,  4,  4,  4,  4,  7,  9,  1,  3,  1,  7,  4,  9]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[  34.],
        [   0.],
        [   0.],
        [ 160.],
        [1213.],
        [   0.],
        [   0.],
        [  94.],
        [  91.],
        [  97.],
        [   0.],
        [  93.]])","tensor([[ 4,  0,  8,  6,  8, 11,  4,  3],
        [ 1,  4,  4,  4,  4,  4,  9,  4]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[  34.],
        [   0.],
        [   0.],
        [ 254.],
        [1093.],
        [   0.],
        [   0.],
        [  94.],
        [ 655.],
        [  46.],
        [   0.],
        [  93.]])","tensor([[ 1,  8,  4,  4,  8,  9,  4,  8,  1,  4,  4,  4, 11, 10],
        [ 4,  4,  7,  3,  3,  4,  1,  7,  3,  8,  5,  9,  7,  4]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [  0.],
        [  0.],
        [160.],
        [727.],
        [  0.],
        [  0.],
        [ 94.],
        [687.],
        [ 46.],
        [  0.],
        [ 93.]])","tensor([[ 7,  3,  8,  4,  4, 10,  9,  4,  4,  9,  4,  7,  1,  4,  0,  7,  9,  3],
        [ 4,  4,  4,  0,  5,  4,  3,  2,  8,  3,  9,  8,  4,  8,  8,  8,  4,  4]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [  0.],
        [  0.],
        [ 82.],
        [706.],
        [  0.],
        [  0.],
        [ 94.],
        [655.],
        [ 46.],
        [  0.],
        [  0.]])","tensor([[ 4,  4,  4,  4,  4,  9,  3,  3,  8,  7,  5],
        [11,  9,  3,  8,  0,  4,  9,  8,  7,  8,  4]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [ 99.],
        [  0.],
        [ 20.],
        [706.],
        [  0.],
        [  0.],
        [ 94.],
        [655.],
        [ 46.],
        [  0.],
        [ 68.]])","tensor([[ 4,  8,  3],
        [ 3, 11,  1]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [ 99.],
        [  0.],
        [ 20.],
        [706.],
        [  0.],
        [  0.],
        [ 94.],
        [500.],
        [ 46.],
        [ 75.],
        [218.]])","tensor([[ 1,  4,  4,  7,  4],
        [ 8,  8, 11, 11, 10]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [ 99.],
        [  0.],
        [ 20.],
        [706.],
        [  0.],
        [  0.],
        [ 94.],
        [687.],
        [ 46.],
        [ 75.],
        [362.]])","tensor([[ 7,  4,  1,  4],
        [ 8,  8,  8, 11]])"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 53.],
        [ 99.],
        [  0.],
        [ 20.],
        [706.],
        [  0.],
        [  0.],
        [ 94.],
        [847.],
        [ 46.],
        [ 75.],
        [362.]])","tensor([[ 4,  7,  7],
        [ 8,  8, 11]])"
