,gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier
301,AAL2010.DCA.LGA.230221.1100.0343.TFM,KDCA,KLGA,2023-02-22 11:56:00,2023-02-22 12:14:00,AAL
302,AAL1232.LGA.DCA.230221.1100.0232.TFM,KLGA,KDCA,2023-02-22 12:01:00,2023-02-22 12:24:00,AAL
303,AAL688.DFW.LAX.230221.1400.0190.TFM,KDFW,KLAX,2023-02-22 17:44:00,2023-02-22 17:25:00,AAL
304,AAL2072.DFW.ATL.230222.0050.0131.TFM,KDFW,KATL,2023-02-23 02:46:00,2023-02-23 02:49:00,AAL
305,AAL2231.ATL.DFW.230221.1445.0117.TFM,KATL,KDFW,2023-02-22 17:08:00,2023-02-22 17:28:00,AAL
306,AAL2770.ATL.DFW.230221.1100.0339.TFM,KATL,KDFW,2023-02-22 13:39:00,2023-02-22 13:32:00,AAL
307,AAL1720.DFW.LGA.230221.1950.0137.TFM,KDFW,KLGA,2023-02-23 00:17:00,2023-02-22 23:00:00,AAL
308,AAL2382.DFW.LGA.230221.2245.0166.TFM,KDFW,KLGA,2023-02-23 01:49:00,2023-02-23 01:59:00,AAL
309,AAL1726.DFW.LGA.230222.0130.0172.TFM,KDFW,KLGA,2023-02-23 04:32:00,2023-02-23 04:42:00,AAL
310,AAL1490.LGA.DFW.230221.1315.0076.TFM,KLGA,KDFW,2023-02-22 18:16:00,2023-02-22 17:34:00,AAL
311,AAL1213.BWI.DFW.230222.0005.0188.TFM,KBWI,KDFW,2023-02-23 03:40:00,2023-02-23 03:45:00,AAL
312,AAL1376.BOS.LAX.230221.1230.0164.TFM,KBOS,KLAX,2023-02-22 20:20:00,2023-02-22 19:08:00,AAL
313,AAL524.LAX.DFW.230221.2235.0103.TFM,KLAX,KDFW,2023-02-23 01:27:00,2023-02-23 01:34:00,AAL
314,AAL1252.DCA.LAX.230221.2200.0256.TFM,KDCA,KLAX,2023-02-23 04:33:00,2023-02-23 04:00:00,AAL
315,AAL1992.SEA.DFW.230221.2345.0130.TFM,KSEA,KDFW,2023-02-23 03:41:00,2023-02-23 03:35:00,AAL
316,AAL2122.BOS.DCA.230221.1230.0190.TFM,KBOS,KDCA,2023-02-22 14:37:00,2023-02-22 14:17:00,AAL
317,AAL2769.DFW.SEA.230221.1640.0136.TFM,KDFW,KSEA,2023-02-22 20:47:00,2023-02-22 21:10:00,AAL
318,AAL2798.SFO.DFW.230221.2045.0125.TFM,KSFO,KDFW,2023-02-23 00:03:00,2023-02-23 00:07:00,AAL
319,AAL2403.DFW.ATL.230221.2225.0135.TFM,KDFW,KATL,2023-02-23 00:15:00,2023-02-23 00:21:00,AAL
320,AAL2064.DFW.LAX.230221.1900.0227.TFM,KDFW,KLAX,2023-02-22 22:29:00,2023-02-22 22:25:00,AAL
321,AAL2967.LAX.DFW.230222.0230.0078.TFM,KLAX,KDFW,2023-02-23 05:02:00,2023-02-23 05:30:00,AAL
322,AAL2459.LAX.DFW.230221.1600.0273.TFM,KLAX,KDFW,2023-02-22 20:14:00,2023-02-22 19:00:00,AAL
323,AAL1632.BOS.DCA.230221.1930.0191.TFM,KBOS,KDCA,2023-02-22 20:52:00,2023-02-22 21:15:00,AAL
324,AAL2169.DCA.BOS.230221.1400.0354.TFM,KDCA,KBOS,2023-02-22 15:13:00,2023-02-22 15:36:00,AAL
325,AAL891.LAX.SFO.230222.0345.0041.TFM,KLAX,KSFO,2023-02-23 06:02:00,2023-02-23 05:07:00,AAL
326,AAL2879.DCA.LGA.230221.2300.0278.TFM,KDCA,KLGA,2023-02-23 00:47:00,2023-02-23 00:11:00,AAL
327,AAL1667.SEA.DFW.230221.1530.0224.TFM,KSEA,KDFW,2023-02-22 19:46:00,2023-02-22 19:19:00,AAL
328,AAL472.DFW.DCA.230221.2245.0184.TFM,KDFW,KDCA,2023-02-23 01:20:00,2023-02-23 01:30:00,AAL
329,AAL2423.DFW.JFK.230221.1830.0167.TFM,KDFW,KJFK,2023-02-22 22:26:00,2023-02-22 21:55:00,AAL
330,AAL2989.DFW.DCA.230221.1130.0160.TFM,KDFW,KDCA,2023-02-22 14:04:00,2023-02-22 14:14:00,AAL
