hour,airport_icao_names,cumulative_delay,edge_index
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[603.],
        [ 76.],
        [ 22.],
        [ 30.],
        [ 68.],
        [118.],
        [  0.],
        [  0.],
        [264.],
        [491.],
        [ 51.],
        [ 57.]])","tensor([[ 0,  1,  3,  4,  0,  0,  7,  6, 11,  1, 10,  8,  8,  4,  1,  7,  9,  7,
          1],
        [ 3,  9,  0,  9,  1,  9,  0,  0,  7,  0, 11,  4,  7,  0, 11,  8,  0,  1,
         10]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[603.],
        [ 76.],
        [ 22.],
        [ 30.],
        [210.],
        [118.],
        [  0.],
        [ 64.],
        [296.],
        [528.],
        [  0.],
        [ 57.]])","tensor([[11,  1, 10,  5,  0, 11,  0,  0,  3,  0, 11,  0,  8,  1,  4,  8,  0, 10,
         10,  8,  7,  0,  8,  0],
        [ 0,  9,  0,  0, 10, 10,  8,  8,  0,  6,  8,  9, 11,  8,  7, 10,  7,  1,
          8,  0, 11,  4,  7, 11]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[494.],
        [ 76.],
        [ 22.],
        [ 72.],
        [101.],
        [ 23.],
        [  0.],
        [ 17.],
        [209.],
        [528.],
        [  0.],
        [  0.]])","tensor([[ 7,  5,  0,  0,  7,  9,  9,  8,  1,  9, 10,  8,  0],
        [11,  0,  5,  1,  8,  0,  0,  3,  0,  4,  7,  1,  3]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[603.],
        [ 20.],
        [ 22.],
        [ 51.],
        [101.],
        [ 23.],
        [  0.],
        [  0.],
        [296.],
        [447.],
        [ 51.],
        [  0.]])","tensor([[ 8,  0,  0,  4,  8,  9,  9,  0,  3, 10,  1,  0],
        [10,  5,  9,  1,  7,  1,  0,  3,  0,  8,  0, 10]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[494.],
        [  0.],
        [  0.],
        [ 51.],
        [ 68.],
        [ 23.],
        [  0.],
        [ 98.],
        [296.],
        [491.],
        [ 51.],
        [  0.]])","tensor([[ 0,  0,  0,  0,  6,  8,  7,  1, 11,  7,  0,  4,  9,  1,  0],
        [ 1,  2,  4,  9,  0,  0,  8,  9,  8,  0,  6,  0,  0,  7,  8]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[263.],
        [  0.],
        [  0.],
        [ 30.],
        [ 68.],
        [ 23.],
        [  0.],
        [ 98.],
        [296.],
        [491.],
        [  0.],
        [  0.]])","tensor([[11,  0,  8,  0,  2,  0,  5,  1,  7],
        [ 0,  3, 10,  4,  0,  8,  0,  4,  8]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[263.],
        [ 76.],
        [  0.],
        [ 30.],
        [ 68.],
        [ 23.],
        [  0.],
        [ 17.],
        [209.],
        [491.],
        [  0.],
        [  0.]])","tensor([[ 3,  0,  1,  9,  1,  4,  8,  0, 11],
        [ 0,  3,  0,  0,  0,  8,  7,  1,  7]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[603.],
        [ 76.],
        [  0.],
        [ 30.],
        [178.],
        [ 23.],
        [  0.],
        [  0.],
        [296.],
        [491.],
        [  0.],
        [ 57.]])","tensor([[ 2,  0,  8,  8,  5,  0,  9, 11,  4, 11,  1,  8,  8,  7,  1, 11, 10,  0,
          9, 10,  6],
        [ 0,  3, 11,  0,  0,  2,  0,  8,  0,  0,  7,  7,  1,  8,  8,  1,  0, 11,
          4,  8,  0]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[373.],
        [ 20.],
        [  0.],
        [ 72.],
        [ 68.],
        [ 23.],
        [  0.],
        [  0.],
        [209.],
        [491.],
        [  0.],
        [ 57.]])","tensor([[ 8,  0,  9,  0,  1,  3,  9,  0,  0, 11,  4,  0],
        [10,  4,  0, 10,  0,  0,  1,  8,  5,  7,  0,  3]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[603.],
        [ 50.],
        [  0.],
        [ 72.],
        [ 68.],
        [ 23.],
        [  0.],
        [ 64.],
        [264.],
        [491.],
        [  0.],
        [ 57.]])","tensor([[11,  3, 11, 11,  7,  0, 10,  7,  4,  0,  7, 10,  9,  8,  0,  9, 10],
        [10,  8,  7,  8, 10,  7,  8,  1,  1,  6,  8,  0,  4,  7,  3,  0,  7]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[297.],
        [ 20.],
        [ 22.],
        [ 72.],
        [ 68.],
        [ 23.],
        [  0.],
        [  0.],
        [209.],
        [603.],
        [  0.],
        [ 57.]])","tensor([[ 4,  0,  0,  0,  0,  8,  8,  8,  0,  7,  0,  7],
        [ 9,  8,  5,  9,  1,  4,  0,  7,  9, 11,  2, 10]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[297.],
        [ 20.],
        [ 22.],
        [ 72.],
        [ 68.],
        [ 23.],
        [  0.],
        [  0.],
        [264.],
        [603.],
        [  0.],
        [ 57.]])","tensor([[ 0, 10,  0,  8, 10,  1,  7,  8,  0],
        [ 8, 11,  4, 10,  8, 10,  8, 11, 11]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[297.],
        [ 20.],
        [ 22.],
        [ 72.],
        [ 68.],
        [ 23.],
        [  0.],
        [  0.],
        [264.],
        [603.],
        [  0.],
        [ 57.]])","tensor([], size=(2, 0), dtype=torch.int64)"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[297.],
        [ 20.],
        [ 22.],
        [ 72.],
        [ 68.],
        [ 23.],
        [  0.],
        [  0.],
        [264.],
        [603.],
        [ 84.],
        [ 57.]])","tensor([[ 7,  0],
        [11, 10]])"
