,gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier
19,DAL848.LGA.ATL.230228.1650.0098.TFM,KLGA,KATL,2023-03-01 19:19:00,2023-03-01 19:35:00,DAL
20,DAL2644.ATL.EWR.230228.1406.0035.TFM,KATL,KEWR,2023-03-01 16:19:00,2023-03-01 16:06:00,DAL
21,DAL2332.ATL.IAD.230228.1220.0060.TFM,KATL,KIAD,2023-03-01 14:08:00,2023-03-01 14:05:00,DAL
22,DAL476.ATL.LGA.230228.1215.0084.TFM,KATL,KLGA,2023-03-01 14:29:00,2023-03-01 14:30:00,DAL
23,DAL352.LAX.ATL.230228.0800.0050.TFM,KLAX,KATL,2023-03-01 12:29:00,2023-03-01 12:10:00,DAL
24,DAL471.ATL.LAX.230228.1100.0173.TFM,KATL,KLAX,2023-03-01 16:42:00,2023-03-01 16:04:00,DAL
25,DAL357.JFK.SEA.230228.2330.0154.TFM,KJFK,KSEA,2023-03-02 06:47:00,2023-03-02 06:01:00,DAL
26,DAL1312.SEA.LAX.230301.0400.0056.TFM,KSEA,KLAX,2023-03-02 06:49:00,2023-03-02 06:40:00,DAL
27,DAL899.LAX.ATL.230228.1900.0196.TFM,KLAX,KATL,2023-03-02 00:16:00,2023-03-01 23:14:00,DAL
28,DAL873.LAX.ATL.230228.0555.0018.TFM,KLAX,KATL,2023-03-01 09:46:00,2023-03-01 10:04:00,DAL
29,DAL375.ATL.BOS.230228.1615.0123.TFM,KATL,KBOS,2023-03-01 18:34:00,2023-03-01 18:53:00,DAL
30,DAL898.ATL.LAX.230228.1325.0074.TFM,KATL,KLAX,2023-03-01 19:13:00,2023-03-01 18:34:00,DAL
31,DAL395.LAX.ATL.230228.0700.0014.TFM,KLAX,KATL,2023-03-01 10:56:00,2023-03-01 11:04:00,DAL
32,DAL2606.LAX.SFO.230228.2300.0131.TFM,KLAX,KSFO,2023-03-02 00:18:00,2023-03-02 00:23:00,DAL
33,DAL955.SFO.ATL.230228.0555.0020.TFM,KSFO,KATL,2023-03-01 10:02:00,2023-03-01 10:27:00,DAL
34,DAL568.LAX.DFW.230301.0240.0050.TFM,KLAX,KDFW,2023-03-02 05:14:00,2023-03-02 05:37:00,DAL
35,DAL516.LAX.JFK.230228.0555.0021.TFM,KLAX,KJFK,2023-03-01 10:31:00,2023-03-01 11:10:00,DAL
36,DAL457.ATL.LAX.230228.1610.0086.TFM,KATL,KLAX,2023-03-01 21:27:00,2023-03-01 21:17:00,DAL
37,DAL741.ATL.SEA.230301.0215.0113.TFM,KATL,KSEA,2023-03-02 07:54:00,2023-03-02 07:47:00,DAL
38,DAL1625.ATL.JFK.230228.1515.0134.TFM,KATL,KJFK,2023-03-01 17:20:00,2023-03-01 17:30:00,DAL
39,DAL999.JFK.LAX.230228.1500.0066.TFM,KJFK,KLAX,2023-03-01 21:54:00,2023-03-01 21:25:00,DAL
40,DAL656.ATL.SFO.230228.0250.0048.TFM,KATL,KSFO,2023-03-01 08:16:00,2023-03-01 08:12:00,DAL
41,DAL810.SEA.BOS.230228.0640.0030.TFM,KSEA,KBOS,2023-03-01 12:06:00,2023-03-01 11:50:00,DAL
42,DAL741.ATL.SEA.230228.0215.0067.TFM,KATL,KSEA,2023-03-01 08:18:00,2023-03-01 07:47:00,DAL
43,DAL747.SEA.JFK.230228.1515.0098.TFM,KSEA,KJFK,2023-03-01 20:16:00,2023-03-01 20:29:00,DAL
44,DAL1408.LGA.BOS.230301.0100.0183.TFM,KLGA,KBOS,2023-03-02 01:59:00,2023-03-02 02:19:00,DAL
45,DAL2575.EWR.ATL.230228.1305.0052.TFM,KEWR,KATL,2023-03-01 15:20:00,2023-03-01 15:40:00,DAL
46,DAL487.ATL.LGA.230301.0245.0101.TFM,KATL,KLGA,2023-03-02 04:42:00,2023-03-02 04:55:00,DAL
47,DAL939.LGA.ATL.230228.1315.0136.TFM,KLGA,KATL,2023-03-01 16:10:00,2023-03-01 16:03:00,DAL
48,DAL374.LAX.JFK.230228.2250.0127.TFM,KLAX,KJFK,2023-03-02 03:46:00,2023-03-02 04:08:00,DAL
49,DAL816.ATL.DFW.230228.2000.0149.TFM,KATL,KDFW,2023-03-01 22:35:00,2023-03-01 22:25:00,DAL
50,DAL759.ATL.DCA.230228.1715.0058.TFM,KATL,KDCA,2023-03-01 18:53:00,2023-03-01 18:56:00,DAL
51,DAL426.SEA.JFK.230228.0645.0043.TFM,KSEA,KJFK,2023-03-01 12:18:00,2023-03-01 12:00:00,DAL
52,DAL501.ATL.LAX.230228.1455.0090.TFM,KATL,KLAX,2023-03-01 20:21:00,2023-03-01 20:00:00,DAL
53,DAL2590.ATL.BWI.230228.1225.0052.TFM,KATL,KBWI,2023-03-01 14:06:00,2023-03-01 14:16:00,DAL
54,DAL2198.ATL.EWR.230228.1225.0055.TFM,KATL,KEWR,2023-03-01 14:27:00,2023-03-01 14:31:00,DAL
55,DAL794.ATL.JFK.230228.1325.0114.TFM,KATL,KJFK,2023-03-01 15:21:00,2023-03-01 15:36:00,DAL
56,DAL2427.BWI.ATL.230228.1100.0104.TFM,KBWI,KATL,2023-03-01 12:59:00,2023-03-01 13:06:00,DAL
57,DAL987.ATL.SEA.230228.1310.0103.TFM,KATL,KSEA,2023-03-01 18:51:00,2023-03-01 18:45:00,DAL
58,DAL716.JFK.ATL.230228.1700.0190.TFM,KJFK,KATL,2023-03-01 19:22:00,2023-03-01 19:34:00,DAL
59,DAL791.LGA.DFW.230228.1720.0068.TFM,KLGA,KDFW,2023-03-01 21:43:00,2023-03-01 21:49:00,DAL
60,DAL1305.ATL.EWR.230228.1925.0128.TFM,KATL,KEWR,2023-03-01 21:39:00,2023-03-01 21:27:00,DAL
61,DAL664.JFK.SFO.230228.1200.0342.TFM,KJFK,KSFO,2023-03-01 18:42:00,2023-03-01 18:50:00,DAL
62,DAL855.ATL.BOS.230228.1515.0085.TFM,KATL,KBOS,2023-03-01 17:37:00,2023-03-01 17:53:00,DAL
63,DAL2488.LGA.ATL.230301.0220.0065.TFM,KLGA,KATL,2023-03-02 04:48:00,2023-03-02 04:59:00,DAL
64,DAL2703.SFO.SEA.230301.0050.0061.TFM,KSFO,KSEA,2023-03-02 02:54:00,2023-03-02 03:04:00,DAL
65,DAL2727.ATL.EWR.230301.0020.0110.TFM,KATL,KEWR,2023-03-02 02:32:00,2023-03-02 02:30:00,DAL
66,DAL1465.BOS.SEA.230228.2330.0063.TFM,KBOS,KSEA,2023-03-02 06:00:00,2023-03-02 06:12:00,DAL
67,DAL603.JFK.DFW.230228.1200.0323.TFM,KJFK,KDFW,2023-03-01 16:35:00,2023-03-01 16:19:00,DAL
68,DAL680.JFK.LAX.230228.2215.0088.TFM,KJFK,KLAX,2023-03-02 04:27:00,2023-03-02 04:37:00,DAL
69,DAL452.ATL.SEA.230228.1700.0116.TFM,KATL,KSEA,2023-03-01 22:15:00,2023-03-01 22:34:00,DAL
70,DAL2643.ATL.BWI.230228.2010.0097.TFM,KATL,KBWI,2023-03-01 21:47:00,2023-03-01 21:56:00,DAL
71,DAL2985.LAX.SFO.230301.0545.0035.TFM,KLAX,KSFO,2023-03-02 07:02:00,2023-03-02 07:05:00,DAL
72,DAL2327.ATL.BWI.230228.1840.0123.TFM,KATL,KBWI,2023-03-01 20:19:00,2023-03-01 20:21:00,DAL
73,DAL754.SEA.ATL.230228.2010.0126.TFM,KSEA,KATL,2023-03-02 00:45:00,2023-03-02 00:54:00,DAL
74,DAL871.SFO.ATL.230228.1600.0223.TFM,KSFO,KATL,2023-03-01 20:19:00,2023-03-01 20:31:00,DAL
