gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier,arrival_stand_actual_time_tz,arrival_stand_scheduled_time_tz,arr_index,dep_index,arrival_delay_time,arrival_date,arrival_time,arrival_date_tz,arrival_time_tz,total_delay_by_airport
AAL341.JFK.LAX.230222.2030.0191.TFM,KJFK,KLAX,2023-02-24 03:25:00,2023-02-24 02:55:00,AAL,2023-02-23 22:25:00,2023-02-23 21:55:00,8.0,7.0,30.0,2023-02-24,03:25:00,2023-02-23,22:25:00,
AAL1445.LGA.DFW.230222.2255.0164.TFM,KLGA,KDFW,2023-02-24 03:16:00,2023-02-24 03:24:00,AAL,2023-02-23 22:16:00,2023-02-23 22:24:00,4.0,9.0,0.0,2023-02-24,03:16:00,2023-02-23,22:16:00,
AAL2527.BOS.DFW.230222.1035.0039.TFM,KBOS,KDFW,2023-02-23 16:31:00,2023-02-23 15:07:00,AAL,2023-02-23 11:31:00,2023-02-23 10:07:00,4.0,1.0,84.0,2023-02-23,16:31:00,2023-02-23,11:31:00,
AAL1992.DFW.SEA.230222.1825.0037.TFM,KDFW,KSEA,2023-02-23 22:38:00,2023-02-23 22:50:00,AAL,2023-02-23 17:38:00,2023-02-23 17:50:00,10.0,4.0,0.0,2023-02-23,22:38:00,2023-02-23,17:38:00,
AAL2769.SEA.DFW.230222.2200.0226.TFM,KSEA,KDFW,2023-02-24 01:52:00,2023-02-24 01:52:00,AAL,2023-02-23 20:52:00,2023-02-23 20:52:00,4.0,10.0,0.0,2023-02-24,01:52:00,2023-02-23,20:52:00,
AAL1754.DFW.JFK.230222.2050.0157.TFM,KDFW,KJFK,2023-02-24 00:02:00,2023-02-24 00:15:00,AAL,2023-02-23 19:02:00,2023-02-23 19:15:00,7.0,4.0,0.0,2023-02-24,00:02:00,2023-02-23,19:02:00,
AAL1720.DFW.LGA.230222.1950.0046.TFM,KDFW,KLGA,2023-02-23 23:08:00,2023-02-23 23:00:00,AAL,2023-02-23 18:08:00,2023-02-23 18:00:00,9.0,4.0,0.0,2023-02-23,23:08:00,2023-02-23,18:08:00,
AAL2999.DFW.DCA.230222.2130.0241.TFM,KDFW,KDCA,2023-02-24 00:17:00,2023-02-24 00:15:00,AAL,2023-02-23 19:17:00,2023-02-23 19:15:00,3.0,4.0,0.0,2023-02-24,00:17:00,2023-02-23,19:17:00,
AAL2159.BOS.DCA.230222.1100.0267.TFM,KBOS,KDCA,2023-02-23 13:59:00,2023-02-23 12:52:00,AAL,2023-02-23 08:59:00,2023-02-23 07:52:00,3.0,1.0,67.0,2023-02-23,13:59:00,2023-02-23,08:59:00,
AAL1561.EWR.DFW.230222.1305.0138.TFM,KEWR,KDFW,2023-02-23 17:13:00,2023-02-23 17:07:00,AAL,2023-02-23 12:13:00,2023-02-23 12:07:00,4.0,5.0,0.0,2023-02-23,17:13:00,2023-02-23,12:13:00,
AAL1.JFK.LAX.230222.1230.0155.TFM,KJFK,KLAX,2023-02-23 19:34:00,2023-02-23 18:57:00,AAL,2023-02-23 14:34:00,2023-02-23 13:57:00,8.0,7.0,37.0,2023-02-23,19:34:00,2023-02-23,14:34:00,
AAL652.LGA.DFW.230222.1430.0182.TFM,KLGA,KDFW,2023-02-23 19:28:00,2023-02-23 18:46:00,AAL,2023-02-23 14:28:00,2023-02-23 13:46:00,4.0,9.0,42.0,2023-02-23,19:28:00,2023-02-23,14:28:00,
AAL2770.ATL.DFW.230222.1100.0244.TFM,KATL,KDFW,2023-02-23 13:42:00,2023-02-23 13:32:00,AAL,2023-02-23 08:42:00,2023-02-23 08:32:00,4.0,0.0,0.0,2023-02-23,13:42:00,2023-02-23,08:42:00,
AAL1632.BOS.DCA.230222.1930.0223.TFM,KBOS,KDCA,2023-02-23 21:16:00,2023-02-23 21:15:00,AAL,2023-02-23 16:16:00,2023-02-23 16:15:00,3.0,1.0,0.0,2023-02-23,21:16:00,2023-02-23,16:16:00,
AAL1024.SFO.DFW.230222.0800.0060.TFM,KSFO,KDFW,2023-02-23 11:13:00,2023-02-23 11:26:00,AAL,2023-02-23 06:13:00,2023-02-23 06:26:00,4.0,11.0,0.0,2023-02-23,11:13:00,2023-02-23,06:13:00,
AAL2142.BOS.DCA.230222.2130.0203.TFM,KBOS,KDCA,2023-02-23 23:56:00,2023-02-23 23:15:00,AAL,2023-02-23 18:56:00,2023-02-23 18:15:00,3.0,1.0,41.0,2023-02-23,23:56:00,2023-02-23,18:56:00,
