,gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier
199,UAL1450.EWR.BOS.230221.1155.0026.TFM,KEWR,KBOS,2023-02-22 12:46:00,2023-02-22 13:08:00,UAL
200,UAL2278.SEA.EWR.230221.0525.0011.TFM,KSEA,KEWR,2023-02-22 09:59:00,2023-02-22 10:42:00,UAL
201,UAL2097.SFO.EWR.230221.0515.0038.TFM,KSFO,KEWR,2023-02-22 10:16:00,2023-02-22 10:41:00,UAL
202,UAL519.DCA.SFO.230221.2300.0244.TFM,KDCA,KSFO,2023-02-23 05:44:00,2023-02-23 05:20:00,UAL
203,UAL454.EWR.ATL.230222.0120.0135.TFM,KEWR,KATL,2023-02-23 03:36:00,2023-02-23 03:48:00,UAL
204,UAL1654.LAX.BOS.230221.1620.0072.TFM,KLAX,KBOS,2023-02-22 21:29:00,2023-02-22 21:40:00,UAL
205,UAL2424.LAX.BOS.230221.0705.0012.TFM,KLAX,KBOS,2023-02-22 11:36:00,2023-02-22 12:27:00,UAL
206,UAL1601.EWR.BOS.230221.2000.0186.TFM,KEWR,KBOS,2023-02-22 23:19:00,2023-02-22 21:11:00,UAL
207,UAL1700.LAX.EWR.230222.0030.0235.TFM,KLAX,KEWR,2023-02-23 05:03:00,2023-02-23 05:39:00,UAL
208,UAL1597.LAX.SFO.230221.0645.0037.TFM,KLAX,KSFO,2023-02-22 08:09:00,2023-02-22 08:09:00,UAL
209,UAL1479.EWR.BOS.230222.0300.0156.TFM,KEWR,KBOS,2023-02-23 06:08:00,2023-02-23 04:13:00,UAL
210,UAL271.ATL.EWR.230221.1915.0090.TFM,KATL,KEWR,2023-02-22 23:04:00,2023-02-22 21:30:00,UAL
211,UAL2464.LAX.SFO.230222.0300.0164.TFM,KLAX,KSFO,2023-02-23 06:35:00,2023-02-23 04:31:00,UAL
212,UAL1117.LAX.EWR.230221.1630.0058.TFM,KLAX,KEWR,2023-02-22 21:22:00,2023-02-22 21:30:00,UAL
213,UAL473.EWR.SFO.230221.1915.0092.TFM,KEWR,KSFO,2023-02-23 01:35:00,2023-02-23 01:29:00,UAL
214,UAL570.BOS.EWR.230221.1230.0050.TFM,KBOS,KEWR,2023-02-22 14:09:00,2023-02-22 13:59:00,UAL
215,UAL308.SFO.DFW.230221.0800.0035.TFM,KSFO,KDFW,2023-02-22 11:50:00,2023-02-22 11:28:00,UAL
216,UAL1395.LAX.IAD.230221.1850.0114.TFM,KLAX,KIAD,2023-02-22 22:55:00,2023-02-22 23:37:00,UAL
217,UAL2135.EWR.DFW.230222.0000.0089.TFM,KEWR,KDFW,2023-02-23 04:27:00,2023-02-23 04:06:00,UAL
218,UAL251.BWI.LAX.230221.1336.0084.TFM,KBWI,KLAX,2023-02-22 19:19:00,2023-02-22 19:26:00,UAL
219,UAL645.LAX.EWR.230221.0755.0029.TFM,KLAX,KEWR,2023-02-22 12:55:00,2023-02-22 12:57:00,UAL
220,UAL2622.EWR.LAX.230221.1530.0215.TFM,KEWR,KLAX,2023-02-22 22:02:00,2023-02-22 21:34:00,UAL
221,UAL1412.EWR.LAX.230221.1700.0270.TFM,KEWR,KLAX,2023-02-22 23:24:00,2023-02-22 23:16:00,UAL
222,UAL662.EWR.DFW.230221.1905.0090.TFM,KEWR,KDFW,2023-02-22 23:02:00,2023-02-22 23:07:00,UAL
223,UAL1665.SFO.BOS.230221.0705.0026.TFM,KSFO,KBOS,2023-02-22 12:14:00,2023-02-22 12:38:00,UAL
224,UAL2403.EWR.LAX.230221.1930.0143.TFM,KEWR,KLAX,2023-02-23 02:06:00,2023-02-23 01:32:00,UAL
225,UAL2059.SFO.EWR.230221.0650.0013.TFM,KSFO,KEWR,2023-02-22 11:42:00,2023-02-22 12:04:00,UAL
226,UAL1703.LAX.IAD.230221.0755.0016.TFM,KLAX,KIAD,2023-02-22 11:56:00,2023-02-22 12:32:00,UAL
227,UAL1826.EWR.LAX.230221.2330.0081.TFM,KEWR,KLAX,2023-02-23 06:21:00,2023-02-23 05:34:00,UAL
228,UAL641.IAD.BOS.230221.1400.0243.TFM,KIAD,KBOS,2023-02-22 15:17:00,2023-02-22 15:29:00,UAL
229,UAL352.IAD.BOS.230222.0310.0033.TFM,KIAD,KBOS,2023-02-23 05:32:00,2023-02-23 04:44:00,UAL
230,UAL523.BOS.EWR.230221.2040.0070.TFM,KBOS,KEWR,2023-02-22 22:48:00,2023-02-22 22:08:00,UAL
231,UAL1964.IAD.SEA.230221.1336.0012.TFM,KIAD,KSEA,2023-02-22 19:24:00,2023-02-22 19:28:00,UAL
232,UAL2276.IAD.LAX.230221.2220.0155.TFM,KIAD,KLAX,2023-02-23 04:30:00,2023-02-23 03:58:00,UAL
233,UAL2371.DFW.SFO.230221.1305.0114.TFM,KDFW,KSFO,2023-02-22 17:02:00,2023-02-22 17:15:00,UAL
234,UAL2319.EWR.DFW.230221.2100.0268.TFM,KEWR,KDFW,2023-02-23 02:06:00,2023-02-23 01:01:00,UAL
235,UAL2396.BOS.EWR.230222.0030.0250.TFM,KBOS,KEWR,2023-02-23 03:02:00,2023-02-23 01:56:00,UAL
236,UAL544.LAX.SFO.230221.2125.0080.TFM,KLAX,KSFO,2023-02-22 23:05:00,2023-02-22 22:58:00,UAL
237,UAL1605.LAX.BWI.230221.0735.0011.TFM,KLAX,KBWI,2023-02-22 11:58:00,2023-02-22 12:26:00,UAL
238,UAL1911.IAD.EWR.230221.1740.0099.TFM,KIAD,KEWR,2023-02-22 18:50:00,2023-02-22 19:00:00,UAL
239,UAL682.IAD.ATL.230221.2240.0032.TFM,KIAD,KATL,2023-02-23 01:11:00,2023-02-23 00:32:00,UAL
240,UAL2085.LAX.EWR.230221.1430.0167.TFM,KLAX,KEWR,2023-02-22 19:56:00,2023-02-22 19:42:00,UAL
241,UAL566.BOS.EWR.230222.0130.0157.TFM,KBOS,KEWR,2023-02-23 04:15:00,2023-02-23 02:59:00,UAL
242,UAL2400.BOS.SFO.230221.2300.0226.TFM,KBOS,KSFO,2023-02-23 06:09:00,2023-02-23 05:49:00,UAL
243,UAL2111.IAD.EWR.230221.1100.0259.TFM,KIAD,KEWR,2023-02-22 11:47:00,2023-02-22 12:19:00,UAL
244,UAL395.EWR.SFO.230221.2215.0033.TFM,KEWR,KSFO,2023-02-23 05:15:00,2023-02-23 04:37:00,UAL
245,UAL1020.IAD.EWR.230221.2210.0148.TFM,KIAD,KEWR,2023-02-22 23:56:00,2023-02-22 23:29:00,UAL
246,UAL305.EWR.ATL.230221.2015.0054.TFM,KEWR,KATL,2023-02-23 01:07:00,2023-02-22 22:45:00,UAL
247,UAL2657.IAD.EWR.230221.1320.0015.TFM,KIAD,KEWR,2023-02-22 15:12:00,2023-02-22 14:40:00,UAL
248,UAL1662.EWR.SFO.230221.0115.0053.TFM,KEWR,KSFO,2023-02-22 08:04:00,2023-02-22 07:54:00,UAL
249,UAL632.IAD.LAX.230221.1755.0118.TFM,KIAD,KLAX,2023-02-22 23:43:00,2023-02-22 23:31:00,UAL
250,UAL2127.ATL.EWR.230221.2345.0052.TFM,KATL,KEWR,2023-02-23 03:54:00,2023-02-23 01:56:00,UAL
251,UAL2490.EWR.LAX.230221.2100.0262.TFM,KEWR,KLAX,2023-02-23 04:09:00,2023-02-23 03:19:00,UAL
252,UAL2060.IAD.BOS.230221.1745.0089.TFM,KIAD,KBOS,2023-02-22 18:58:00,2023-02-22 19:12:00,UAL
253,UAL1008.EWR.SFO.230221.2015.0101.TFM,KEWR,KSFO,2023-02-23 03:34:00,2023-02-23 02:29:00,UAL
254,UAL688.IAD.BOS.230221.2205.0071.TFM,KIAD,KBOS,2023-02-22 23:21:00,2023-02-22 23:38:00,UAL
255,UAL436.SFO.BWI.230221.0700.0020.TFM,KSFO,KBWI,2023-02-22 11:47:00,2023-02-22 12:04:00,UAL
256,UAL769.IAD.EWR.230222.0320.0020.TFM,KIAD,KEWR,2023-02-23 04:24:00,2023-02-23 04:43:00,UAL
257,UAL333.BOS.LAX.230221.2300.0262.TFM,KBOS,KLAX,2023-02-23 05:45:00,2023-02-23 05:37:00,UAL
258,UAL753.SFO.ATL.230221.1900.0208.TFM,KSFO,KATL,2023-02-22 23:57:00,2023-02-22 23:33:00,UAL
259,UAL1230.IAD.SFO.230221.1900.0217.TFM,KIAD,KSFO,2023-02-23 01:02:00,2023-02-23 01:05:00,UAL
260,UAL433.SFO.LAX.230221.1835.0092.TFM,KSFO,KLAX,2023-02-22 19:42:00,2023-02-22 20:05:00,UAL
261,UAL2275.SEA.IAD.230221.2045.0190.TFM,KSEA,KIAD,2023-02-23 02:13:00,2023-02-23 01:42:00,UAL
262,UAL1082.SFO.LAX.230222.0030.0166.TFM,KSFO,KLAX,2023-02-23 02:06:00,2023-02-23 01:59:00,UAL
263,UAL1030.BOS.SFO.230221.1625.0127.TFM,KBOS,KSFO,2023-02-22 23:04:00,2023-02-22 22:51:00,UAL
264,UAL601.BOS.EWR.230221.1100.0253.TFM,KBOS,KEWR,2023-02-22 12:09:00,2023-02-22 12:29:00,UAL
265,UAL775.IAD.DFW.230221.2240.0033.TFM,KIAD,KDFW,2023-02-23 02:04:00,2023-02-23 02:06:00,UAL
266,UAL700.IAD.SFO.230221.1345.0034.TFM,KIAD,KSFO,2023-02-22 19:55:00,2023-02-22 19:34:00,UAL
267,UAL1687.EWR.DFW.230221.1500.0111.TFM,KEWR,KDFW,2023-02-22 19:18:00,2023-02-22 19:06:00,UAL
268,UAL788.EWR.SFO.230221.1115.0020.TFM,KEWR,KSFO,2023-02-22 18:09:00,2023-02-22 17:28:00,UAL
269,UAL1891.EWR.BOS.230221.2220.0139.TFM,KEWR,KBOS,2023-02-23 01:01:00,2023-02-22 23:30:00,UAL
270,UAL1546.EWR.ATL.230221.2200.0187.TFM,KEWR,KATL,2023-02-23 01:37:00,2023-02-23 00:31:00,UAL
271,UAL1411.SFO.EWR.230221.1500.0115.TFM,KSFO,KEWR,2023-02-22 19:50:00,2023-02-22 20:13:00,UAL
272,UAL2626.SFO.IAD.230222.0050.0156.TFM,KSFO,KIAD,2023-02-23 05:15:00,2023-02-23 05:45:00,UAL
273,UAL751.ATL.EWR.230221.1615.0030.TFM,KATL,KEWR,2023-02-22 18:12:00,2023-02-22 18:25:00,UAL
274,UAL1200.SFO.LAX.230222.0300.0101.TFM,KSFO,KLAX,2023-02-23 05:04:00,2023-02-23 04:35:00,UAL
275,UAL565.SFO.LAX.230221.2145.0050.TFM,KSFO,KLAX,2023-02-22 23:10:00,2023-02-22 23:16:00,UAL
276,UAL2614.LAX.EWR.230221.2100.0232.TFM,KLAX,KEWR,2023-02-23 02:49:00,2023-02-23 02:02:00,UAL
277,UAL517.BOS.EWR.230221.1735.0029.TFM,KBOS,KEWR,2023-02-22 19:29:00,2023-02-22 19:00:00,UAL
278,UAL1511.SEA.LAX.230221.1420.0025.TFM,KSEA,KLAX,2023-02-22 17:03:00,2023-02-22 17:01:00,UAL
279,UAL298.SFO.SEA.230222.0310.0031.TFM,KSFO,KSEA,2023-02-23 05:07:00,2023-02-23 05:25:00,UAL
280,UAL2634.ATL.IAD.230222.0020.0147.TFM,KATL,KIAD,2023-02-23 03:41:00,2023-02-23 02:08:00,UAL
281,UAL1365.DFW.EWR.230221.1710.0046.TFM,KDFW,KEWR,2023-02-22 21:09:00,2023-02-22 20:30:00,UAL
282,UAL239.ATL.IAD.230221.1935.0040.TFM,KATL,KIAD,2023-02-22 21:19:00,2023-02-22 21:20:00,UAL
283,UAL515.BOS.EWR.230221.1336.0023.TFM,KBOS,KEWR,2023-02-22 14:35:00,2023-02-22 15:00:00,UAL
284,UAL535.EWR.LAX.230221.1330.0232.TFM,KEWR,KLAX,2023-02-22 20:13:00,2023-02-22 19:34:00,UAL
285,UAL2005.DFW.SFO.230222.0210.0085.TFM,KDFW,KSFO,2023-02-23 06:30:00,2023-02-23 05:58:00,UAL
286,UAL592.BOS.EWR.230221.1535.0022.TFM,KBOS,KEWR,2023-02-22 16:32:00,2023-02-22 17:01:00,UAL
287,UAL698.DFW.EWR.230221.1215.0126.TFM,KDFW,KEWR,2023-02-22 15:21:00,2023-02-22 15:30:00,UAL
288,UAL402.EWR.BOS.230221.2115.0055.TFM,KEWR,KBOS,2023-02-22 23:18:00,2023-02-22 22:28:00,UAL
289,UAL1936.EWR.IAD.230221.1430.0172.TFM,KEWR,KIAD,2023-02-22 15:37:00,2023-02-22 15:56:00,UAL
290,UAL211.ATL.SFO.230222.0035.0155.TFM,KATL,KSFO,2023-02-23 06:51:00,2023-02-23 06:00:00,UAL
291,UAL2102.DFW.EWR.230222.0200.0087.TFM,KDFW,KEWR,2023-02-23 05:49:00,2023-02-23 05:15:00,UAL
292,UAL2136.BOS.IAD.230222.0035.0134.TFM,KBOS,KIAD,2023-02-23 02:22:00,2023-02-23 02:20:00,UAL
293,UAL1697.ATL.EWR.230222.0130.0183.TFM,KATL,KEWR,2023-02-23 04:23:00,2023-02-23 03:45:00,UAL
294,UAL1671.LAX.IAD.230221.1615.0172.TFM,KLAX,KIAD,2023-02-23 03:18:00,2023-02-22 20:54:00,UAL
295,UAL560.DFW.EWR.230221.2020.0037.TFM,KDFW,KEWR,2023-02-23 01:01:00,2023-02-22 23:40:00,UAL
296,UAL1745.LAX.SFO.230221.1615.0176.TFM,KLAX,KSFO,2023-02-22 18:22:00,2023-02-22 17:50:00,UAL
297,UAL1461.BOS.EWR.230221.2140.0131.TFM,KBOS,KEWR,2023-02-22 23:28:00,2023-02-22 23:08:00,UAL
298,UAL2150.DFW.IAD.230221.2340.0126.TFM,KDFW,KIAD,2023-02-23 02:55:00,2023-02-23 02:20:00,UAL
299,UAL215.LAX.SFO.230222.0015.0086.TFM,KLAX,KSFO,2023-02-23 01:27:00,2023-02-23 01:45:00,UAL
300,UAL1635.LAX.IAD.230221.2045.0143.TFM,KLAX,KIAD,2023-02-23 01:39:00,2023-02-23 01:18:00,UAL
301,UAL1061.SEA.SFO.230222.0345.0118.TFM,KSEA,KSFO,2023-02-23 05:51:00,2023-02-23 05:55:00,UAL
302,UAL2247.SFO.IAD.230221.0735.0016.TFM,KSFO,KIAD,2023-02-22 12:25:00,2023-02-22 12:25:00,UAL
303,UAL374.ATL.EWR.230221.2205.0083.TFM,KATL,KEWR,2023-02-23 01:30:00,2023-02-23 00:20:00,UAL
304,UAL1209.EWR.SFO.230221.2315.0127.TFM,KEWR,KSFO,2023-02-23 06:11:00,2023-02-23 05:37:00,UAL
305,UAL2642.IAD.ATL.230221.1315.0126.TFM,KIAD,KATL,2023-02-22 15:00:00,2023-02-22 15:10:00,UAL
306,UAL1334.DFW.EWR.230222.0045.0117.TFM,KDFW,KEWR,2023-02-23 04:09:00,2023-02-23 03:59:00,UAL
307,UAL571.EWR.ATL.230221.1530.0198.TFM,KEWR,KATL,2023-02-22 19:17:00,2023-02-22 18:05:00,UAL
308,UAL1470.BOS.IAD.230221.1920.0107.TFM,KBOS,KIAD,2023-02-22 20:51:00,2023-02-22 21:02:00,UAL
309,UAL2187.SFO.BOS.230221.1625.0113.TFM,KSFO,KBOS,2023-02-22 21:23:00,2023-02-22 22:00:00,UAL
310,UAL1093.LAX.SFO.230221.1840.0122.TFM,KLAX,KSFO,2023-02-22 20:05:00,2023-02-22 20:13:00,UAL
311,UAL1896.SFO.EWR.230222.0030.0244.TFM,KSFO,KEWR,2023-02-23 05:39:00,2023-02-23 05:54:00,UAL
312,UAL513.BOS.EWR.230221.2325.0028.TFM,KBOS,KEWR,2023-02-23 01:22:00,2023-02-23 00:58:00,UAL
313,UAL2201.EWR.IAD.230221.2355.0037.TFM,KEWR,KIAD,2023-02-23 01:57:00,2023-02-23 01:17:00,UAL
314,UAL1992.EWR.IAD.230221.2000.0191.TFM,KEWR,KIAD,2023-02-22 22:36:00,2023-02-22 21:14:00,UAL
315,UAL1240.SFO.DFW.230221.1835.0108.TFM,KSFO,KDFW,2023-02-22 21:48:00,2023-02-22 22:03:00,UAL
316,UAL2455.EWR.ATL.230221.1330.0222.TFM,KEWR,KATL,2023-02-22 15:44:00,2023-02-22 15:45:00,UAL
317,UAL549.SFO.BOS.230221.1900.0223.TFM,KSFO,KBOS,2023-02-23 00:34:00,2023-02-23 00:33:00,UAL
318,UAL651.IAD.ATL.230221.1755.0136.TFM,KIAD,KATL,2023-02-22 20:02:00,2023-02-22 19:53:00,UAL
319,UAL501.SFO.LAX.230221.1625.0134.TFM,KSFO,KLAX,2023-02-22 17:32:00,2023-02-22 18:02:00,UAL
320,UAL311.BOS.LAX.230221.1336.0064.TFM,KBOS,KLAX,2023-02-22 20:31:00,2023-02-22 20:05:00,UAL
321,UAL2034.SFO.LAX.230221.0655.0017.TFM,KSFO,KLAX,2023-02-22 08:19:00,2023-02-22 08:18:00,UAL
322,UAL591.SEA.EWR.230221.2140.0116.TFM,KSEA,KEWR,2023-02-23 02:50:00,2023-02-23 02:55:00,UAL
323,UAL1003.DFW.EWR.230221.1445.0070.TFM,KDFW,KEWR,2023-02-22 17:40:00,2023-02-22 18:00:00,UAL
324,UAL320.ATL.IAD.230221.1430.0150.TFM,KATL,KIAD,2023-02-22 15:55:00,2023-02-22 16:16:00,UAL
325,UAL447.SFO.SEA.230222.0035.0150.TFM,KSFO,KSEA,2023-02-23 02:41:00,2023-02-23 02:47:00,UAL
326,UAL329.EWR.BOS.230221.1500.0238.TFM,KEWR,KBOS,2023-02-22 15:57:00,2023-02-22 16:14:00,UAL
327,UAL299.BOS.SFO.230221.1320.0017.TFM,KBOS,KSFO,2023-02-22 20:29:00,2023-02-22 20:08:00,UAL
328,UAL1780.SEA.SFO.230221.1330.0211.TFM,KSEA,KSFO,2023-02-22 15:41:00,2023-02-22 15:37:00,UAL
329,UAL1312.EWR.SFO.230221.1315.0127.TFM,KEWR,KSFO,2023-02-22 20:26:00,2023-02-22 19:34:00,UAL
330,UAL1986.SFO.SEA.230221.1710.0067.TFM,KSFO,KSEA,2023-02-22 19:23:00,2023-02-22 19:27:00,UAL
331,UAL1663.EWR.BOS.230221.1635.0134.TFM,KEWR,KBOS,2023-02-22 17:36:00,2023-02-22 17:45:00,UAL
332,UAL1213.EWR.ATL.230221.1825.0138.TFM,KEWR,KATL,2023-02-22 20:37:00,2023-02-22 20:56:00,UAL
333,UAL2413.EWR.DFW.230221.1645.0123.TFM,KEWR,KDFW,2023-02-22 20:46:00,2023-02-22 20:50:00,UAL
334,UAL1885.LAX.SEA.230222.0330.0095.TFM,KLAX,KSEA,2023-02-23 09:07:00,2023-02-23 06:19:00,UAL
335,UAL2318.EWR.LAX.230221.1115.0017.TFM,KEWR,KLAX,2023-02-22 17:44:00,2023-02-22 17:35:00,UAL
336,UAL1991.EWR.SFO.230221.1500.0235.TFM,KEWR,KSFO,2023-02-22 21:07:00,2023-02-22 21:15:00,UAL
337,UAL402.EWR.BOS.230222.2115.0100.TFM,KEWR,KBOS,2023-02-23 23:25:00,2023-02-23 22:28:00,UAL
338,UAL698.DFW.EWR.230222.1215.0018.TFM,KDFW,KEWR,2023-02-23 15:09:00,2023-02-23 15:30:00,UAL
339,UAL1157.BOS.IAD.230222.1445.0157.TFM,KBOS,KIAD,2023-02-23 16:27:00,2023-02-23 16:27:00,UAL
