gufi,departure_aerodrome_icao_name,arrival_aerodrome_icao_name,arrival_stand_actual_time,arrival_stand_scheduled_time,carrier,arrival_stand_actual_time_tz,arrival_stand_scheduled_time_tz,arr_index,dep_index,arrival_delay_time,arrival_date,arrival_time,arrival_date_tz,arrival_time_tz,total_delay_by_airport
DAL345.BOS.SEA.230212.1205.0119.TFM,KBOS,KSEA,2023-02-13 18:23:00,2023-02-13 18:45:00,DAL,2023-02-13 13:23:00,2023-02-13 13:45:00,10.0,1.0,0.0,2023-02-13,18:23:00,2023-02-13,13:23:00,0.0
DAL607.BOS.LAX.230212.2005.0069.TFM,KBOS,KLAX,2023-02-14 02:27:00,2023-02-14 02:45:00,DAL,2023-02-13 21:27:00,2023-02-13 21:45:00,8.0,1.0,0.0,2023-02-14,02:27:00,2023-02-13,21:27:00,272.0
DAL2093.EWR.ATL.230212.1205.0115.TFM,KEWR,KATL,2023-02-13 14:29:00,2023-02-13 14:36:00,DAL,2023-02-13 09:29:00,2023-02-13 09:36:00,0.0,5.0,0.0,2023-02-13,14:29:00,2023-02-13,09:29:00,478.0
DAL2267.SFO.LAX.230212.2355.0091.TFM,KSFO,KLAX,2023-02-14 01:03:00,2023-02-14 01:25:00,DAL,2023-02-13 20:03:00,2023-02-13 20:25:00,8.0,11.0,0.0,2023-02-14,01:03:00,2023-02-13,20:03:00,272.0
DAL2799.ATL.BWI.230212.2320.0092.TFM,KATL,KBWI,2023-02-14 01:04:00,2023-02-14 01:05:00,DAL,2023-02-13 20:04:00,2023-02-13 20:05:00,2.0,0.0,0.0,2023-02-14,01:04:00,2023-02-13,20:04:00,159.0
DAL360.ATL.BOS.230212.2315.0119.TFM,KATL,KBOS,2023-02-14 01:42:00,2023-02-14 01:49:00,DAL,2023-02-13 20:42:00,2023-02-13 20:49:00,1.0,0.0,0.0,2023-02-14,01:42:00,2023-02-13,20:42:00,41.0
DAL380.DCA.LAX.230212.2220.0181.TFM,KDCA,KLAX,2023-02-14 04:03:00,2023-02-14 04:20:00,DAL,2023-02-13 23:03:00,2023-02-13 23:20:00,8.0,3.0,0.0,2023-02-14,04:03:00,2023-02-13,23:03:00,272.0
DAL962.LGA.ATL.230212.2200.0264.TFM,KLGA,KATL,2023-02-14 00:28:00,2023-02-14 00:47:00,DAL,2023-02-13 19:28:00,2023-02-13 19:47:00,0.0,9.0,0.0,2023-02-14,00:28:00,2023-02-13,19:28:00,478.0
DAL687.ATL.DCA.230212.2255.0109.TFM,KATL,KDCA,2023-02-14 00:30:00,2023-02-14 00:35:00,DAL,2023-02-13 19:30:00,2023-02-13 19:35:00,3.0,0.0,0.0,2023-02-14,00:30:00,2023-02-13,19:30:00,0.0
DAL2272.SFO.LAX.230212.2130.0221.TFM,KSFO,KLAX,2023-02-13 22:46:00,2023-02-13 23:01:00,DAL,2023-02-13 17:46:00,2023-02-13 18:01:00,8.0,11.0,0.0,2023-02-13,22:46:00,2023-02-13,17:46:00,272.0
DAL316.ATL.DCA.230212.1440.0061.TFM,KATL,KDCA,2023-02-13 16:12:00,2023-02-13 16:19:00,DAL,2023-02-13 11:12:00,2023-02-13 11:19:00,3.0,0.0,0.0,2023-02-13,16:12:00,2023-02-13,11:12:00,0.0
DAL2841.SFO.LAX.230212.1400.0269.TFM,KSFO,KLAX,2023-02-13 15:12:00,2023-02-13 15:30:00,DAL,2023-02-13 10:12:00,2023-02-13 10:30:00,8.0,11.0,0.0,2023-02-13,15:12:00,2023-02-13,10:12:00,272.0
DAL715.ATL.LAX.230213.0230.0085.TFM,KATL,KLAX,2023-02-14 07:18:00,2023-02-14 07:29:00,DAL,2023-02-14 02:18:00,2023-02-14 02:29:00,8.0,0.0,0.0,2023-02-14,07:18:00,2023-02-14,02:18:00,272.0
DAL2614.LAX.SFO.230212.1400.0016.TFM,KLAX,KSFO,2023-02-13 15:22:00,2023-02-13 15:26:00,DAL,2023-02-13 10:22:00,2023-02-13 10:26:00,11.0,8.0,0.0,2023-02-13,15:22:00,2023-02-13,10:22:00,85.0
DAL2198.EWR.ATL.230212.1535.0106.TFM,KEWR,KATL,2023-02-13 17:42:00,2023-02-13 18:05:00,DAL,2023-02-13 12:42:00,2023-02-13 13:05:00,0.0,5.0,0.0,2023-02-13,17:42:00,2023-02-13,12:42:00,478.0
DAL737.LAX.BOS.230212.2025.0069.TFM,KLAX,KBOS,2023-02-14 01:34:00,2023-02-14 01:50:00,DAL,2023-02-13 20:34:00,2023-02-13 20:50:00,1.0,8.0,0.0,2023-02-14,01:34:00,2023-02-13,20:34:00,41.0
DAL356.ATL.DCA.230213.0055.0066.TFM,KATL,KDCA,2023-02-14 02:45:00,2023-02-14 02:36:00,DAL,2023-02-13 21:45:00,2023-02-13 21:36:00,3.0,0.0,0.0,2023-02-14,02:45:00,2023-02-13,21:45:00,0.0
DAL1088.LAX.SEA.230212.1500.0110.TFM,KLAX,KSEA,2023-02-13 17:43:00,2023-02-13 17:57:00,DAL,2023-02-13 12:43:00,2023-02-13 12:57:00,10.0,8.0,0.0,2023-02-13,17:43:00,2023-02-13,12:43:00,0.0
DAL791.DFW.LGA.230212.2245.0173.TFM,KDFW,KLGA,2023-02-14 01:53:00,2023-02-14 02:04:00,DAL,2023-02-13 20:53:00,2023-02-13 21:04:00,9.0,4.0,0.0,2023-02-14,01:53:00,2023-02-13,20:53:00,0.0
DAL2820.IAD.ATL.230212.1755.0129.TFM,KIAD,KATL,2023-02-13 19:27:00,2023-02-13 19:50:00,DAL,2023-02-13 14:27:00,2023-02-13 14:50:00,0.0,6.0,0.0,2023-02-13,19:27:00,2023-02-13,14:27:00,478.0
DAL774.SFO.ATL.230212.2020.0122.TFM,KSFO,KATL,2023-02-14 00:40:00,2023-02-14 00:54:00,DAL,2023-02-13 19:40:00,2023-02-13 19:54:00,0.0,11.0,0.0,2023-02-14,00:40:00,2023-02-13,19:40:00,478.0
DAL2178.EWR.ATL.230212.1900.0171.TFM,KEWR,KATL,2023-02-13 21:00:00,2023-02-13 21:30:00,DAL,2023-02-13 16:00:00,2023-02-13 16:30:00,0.0,5.0,0.0,2023-02-13,21:00:00,2023-02-13,16:00:00,478.0
DAL357.JFK.SEA.230212.2330.0136.TFM,KJFK,KSEA,2023-02-14 05:31:00,2023-02-14 06:01:00,DAL,2023-02-14 00:31:00,2023-02-14 01:01:00,10.0,7.0,0.0,2023-02-14,05:31:00,2023-02-14,00:31:00,0.0
DAL848.LGA.ATL.230212.1650.0060.TFM,KLGA,KATL,2023-02-13 19:29:00,2023-02-13 19:35:00,DAL,2023-02-13 14:29:00,2023-02-13 14:35:00,0.0,9.0,0.0,2023-02-13,19:29:00,2023-02-13,14:29:00,478.0
DAL2178.ATL.EWR.230212.1550.0087.TFM,KATL,KEWR,2023-02-13 17:46:00,2023-02-13 17:57:00,DAL,2023-02-13 12:46:00,2023-02-13 12:57:00,5.0,0.0,0.0,2023-02-13,17:46:00,2023-02-13,12:46:00,0.0
DAL333.LGA.DFW.230212.2020.0121.TFM,KLGA,KDFW,2023-02-14 00:29:00,2023-02-14 00:45:00,DAL,2023-02-13 19:29:00,2023-02-13 19:45:00,4.0,9.0,0.0,2023-02-14,00:29:00,2023-02-13,19:29:00,0.0
DAL983.DFW.ATL.230212.1300.0168.TFM,KDFW,KATL,2023-02-13 14:43:00,2023-02-13 15:09:00,DAL,2023-02-13 09:43:00,2023-02-13 10:09:00,0.0,4.0,0.0,2023-02-13,14:43:00,2023-02-13,09:43:00,478.0
DAL1192.JFK.ATL.230213.0100.0237.TFM,KJFK,KATL,2023-02-14 03:18:00,2023-02-14 03:42:00,DAL,2023-02-13 22:18:00,2023-02-13 22:42:00,0.0,7.0,0.0,2023-02-14,03:18:00,2023-02-13,22:18:00,478.0
DAL839.DFW.ATL.230212.1600.0099.TFM,KDFW,KATL,2023-02-13 17:42:00,2023-02-13 17:59:00,DAL,2023-02-13 12:42:00,2023-02-13 12:59:00,0.0,4.0,0.0,2023-02-13,17:42:00,2023-02-13,12:42:00,478.0
DAL534.ATL.DCA.230212.2355.0126.TFM,KATL,KDCA,2023-02-14 01:24:00,2023-02-14 01:37:00,DAL,2023-02-13 20:24:00,2023-02-13 20:37:00,3.0,0.0,0.0,2023-02-14,01:24:00,2023-02-13,20:24:00,0.0
DAL967.DCA.ATL.230212.1405.0048.TFM,KDCA,KATL,2023-02-13 15:50:00,2023-02-13 16:09:00,DAL,2023-02-13 10:50:00,2023-02-13 11:09:00,0.0,3.0,0.0,2023-02-13,15:50:00,2023-02-13,10:50:00,478.0
