hour,airport_icao_names,cumulative_delay,edge_index
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1295.],
        [  16.],
        [   0.],
        [  16.],
        [  87.],
        [   0.],
        [  21.],
        [ 173.],
        [ 291.],
        [  92.],
        [ 551.],
        [ 170.]])","tensor([[ 0,  1,  9,  0,  7,  7,  4,  5,  1, 10,  6,  4,  3,  8, 11],
        [ 9,  0,  0,  8,  0,  1,  0,  0,  8,  0,  0,  9,  0,  4,  7]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[797.],
        [267.],
        [  0.],
        [ 34.],
        [ 62.],
        [  0.],
        [ 21.],
        [ 18.],
        [215.],
        [ 92.],
        [ 46.],
        [262.]])","tensor([[ 7, 10,  0,  0, 11,  1,  8,  1,  3, 11,  0, 10,  0, 11,  8,  0,  0,  8,
         10,  8,  0,  0],
        [ 8,  7,  8,  2,  0, 11,  0,  0,  0,  8,  1,  8,  7, 10,  7, 10,  4,  3,
          1,  1, 11,  6]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1295.],
        [ 267.],
        [   0.],
        [  16.],
        [   0.],
        [   0.],
        [  21.],
        [  18.],
        [ 134.],
        [  92.],
        [  46.],
        [ 170.]])","tensor([[ 3,  0,  7,  9,  0,  0,  0,  9,  7,  2,  8,  5],
        [ 0,  8,  8,  4,  5,  2,  3,  0, 11,  0, 10,  0]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[909.],
        [267.],
        [391.],
        [ 16.],
        [  0.],
        [  0.],
        [ 21.],
        [145.],
        [291.],
        [ 31.],
        [ 46.],
        [262.]])","tensor([[ 0,  0,  0,  0,  1,  9,  1,  4,  4, 10,  0,  8,  4,  0],
        [ 5,  9,  4, 10,  7,  0,  0,  1,  9,  8,  6, 11,  7,  2]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1295.],
        [  96.],
        [ 391.],
        [  34.],
        [   0.],
        [   0.],
        [  21.],
        [ 145.],
        [ 323.],
        [  92.],
        [  46.],
        [ 170.]])","tensor([[ 4,  0,  2,  0,  1,  7, 10,  0,  0,  7,  9,  6],
        [ 0,  1,  0,  5,  0,  8, 11,  3,  9,  0,  0,  0]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [267.],
        [391.],
        [ 16.],
        [ 34.],
        [  0.],
        [ 21.],
        [ 18.],
        [411.],
        [ 92.],
        [585.],
        [170.]])","tensor([[ 7,  8,  8, 10,  1,  0,  0,  9,  9,  0,  0,  3,  0,  1, 11, 11,  5,  8],
        [ 0,  0, 11,  0,  4,  3,  8,  4,  0,  4,  1,  0, 11,  9,  7,  8,  0, 10]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1295.],
        [  16.],
        [ 391.],
        [  34.],
        [  34.],
        [   0.],
        [  21.],
        [  38.],
        [ 272.],
        [  31.],
        [ 585.],
        [ 170.]])","tensor([[8, 9, 6, 0, 4, 4, 2, 7, 0, 3, 1, 5, 8, 0, 2],
        [0, 1, 0, 8, 0, 8, 0, 8, 9, 0, 0, 0, 7, 3, 0]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [303.],
        [391.],
        [ 34.],
        [ 34.],
        [  0.],
        [ 21.],
        [ 18.],
        [341.],
        [ 31.],
        [ 46.],
        [170.]])","tensor([[11,  0,  0, 10, 11, 11,  4,  0,  9,  0,  8,  8,  0],
        [10,  5,  3,  8,  8,  0,  9,  9,  0,  8,  7,  0,  1]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [303.],
        [391.],
        [ 34.],
        [ 34.],
        [  0.],
        [ 21.],
        [ 38.],
        [364.],
        [ 31.],
        [ 46.],
        [170.]])","tensor([[ 1,  8,  0,  7,  8, 10,  7,  9,  3, 10,  1,  1,  0, 11],
        [ 8,  7,  6,  8,  1,  0,  4,  0,  0,  8,  0,  7,  3,  1]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[797.],
        [267.],
        [391.],
        [ 34.],
        [ 34.],
        [  0.],
        [ 21.],
        [ 18.],
        [323.],
        [ 92.],
        [ 46.],
        [170.]])","tensor([[ 4,  0,  9,  7,  0,  3,  9,  1,  7, 10, 11,  4,  0, 11,  9],
        [ 1,  9,  0,  8,  7,  8,  4,  9,  1,  7,  7,  9, 10,  8,  1]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [267.],
        [  0.],
        [ 34.],
        [  0.],
        [  0.],
        [ 21.],
        [ 18.],
        [323.],
        [ 92.],
        [ 46.],
        [170.]])","tensor([[ 8,  0,  0,  0,  7,  8,  0],
        [ 4,  5,  1,  2, 11,  0,  3]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [267.],
        [  0.],
        [ 34.],
        [ 87.],
        [  0.],
        [ 21.],
        [ 38.],
        [272.],
        [ 92.],
        [530.],
        [170.]])","tensor([[ 7, 10,  1,  0,  0,  8,  8],
        [10,  8, 10,  8,  4,  7, 10]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [267.],
        [  0.],
        [ 34.],
        [ 87.],
        [  0.],
        [ 21.],
        [ 38.],
        [215.],
        [ 92.],
        [ 46.],
        [122.]])","tensor([[ 0,  8,  1],
        [10, 11,  8]])"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[932.],
        [267.],
        [  0.],
        [ 34.],
        [ 87.],
        [  0.],
        [ 21.],
        [ 38.],
        [411.],
        [ 92.],
        [ 46.],
        [262.]])","tensor([[ 0,  0],
        [ 8, 11]])"
