hour,airport_icao_names,cumulative_delay,edge_index
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 65.],
        [  0.],
        [142.],
        [255.],
        [ 17.],
        [ 51.],
        [570.],
        [323.],
        [272.],
        [ 23.],
        [  0.]])","tensor([[ 7,  0,  5,  8, 10,  4,  0,  7,  8,  0, 11,  2,  1,  8],
        [ 1,  8,  0,  0, 11,  9,  1,  8,  7,  9,  7,  0, 11,  4]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[841.],
        [132.],
        [  0.],
        [142.],
        [255.],
        [ 17.],
        [ 51.],
        [570.],
        [323.],
        [272.],
        [  0.],
        [  0.]])","tensor([[ 1,  7,  4, 11,  0,  9,  8,  8,  0,  6, 11, 10, 10,  8, 11,  8,  1,  8,
         10,  1,  7,  4,  7],
        [ 0,  8,  7, 10, 10,  0, 10,  7,  7,  0,  8,  0,  7,  1,  0, 11,  9,  3,
          1,  0, 11,  0,  0]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[379.],
        [116.],
        [  0.],
        [111.],
        [255.],
        [ 73.],
        [ 72.],
        [570.],
        [239.],
        [381.],
        [  0.],
        [  0.]])","tensor([[ 9,  0, 10,  3,  0,  0, 10,  0,  0,  0,  0,  0,  7,  0,  9],
        [ 0, 10,  8,  0,  8,  4,  8, 11,  6,  3,  1,  5, 11,  9,  4]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[787.],
        [ 65.],
        [  0.],
        [111.],
        [133.],
        [ 73.],
        [ 72.],
        [570.],
        [277.],
        [ 82.],
        [  0.],
        [  0.]])","tensor([[ 9,  0,  4,  1,  0, 10,  7,  4,  3,  5,  9],
        [ 1,  9,  9,  0,  4,  8,  8,  1,  0,  0,  0]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[635.],
        [  0.],
        [  0.],
        [ 25.],
        [133.],
        [ 17.],
        [ 72.],
        [607.],
        [323.],
        [159.],
        [  0.],
        [  0.]])","tensor([[ 9,  0,  0,  0,  9,  8,  0,  7,  0, 11,  1,  0,  6],
        [ 0,  1,  3,  5,  0,  0,  9,  0,  6,  8,  7,  2,  0]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[841.],
        [  0.],
        [  0.],
        [ 25.],
        [255.],
        [ 17.],
        [ 72.],
        [171.],
        [323.],
        [159.],
        [  0.],
        [  0.]])","tensor([[ 8, 11,  0,  0,  0,  1,  1,  9,  4,  8,  3,  0],
        [10,  0,  3,  4,  7,  0,  4,  4,  0, 11,  0,  8]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[732.],
        [ 23.],
        [  0.],
        [ 25.],
        [255.],
        [ 73.],
        [ 72.],
        [431.],
        [323.],
        [310.],
        [195.],
        [  0.]])","tensor([[ 0,  2, 10,  8,  9,  8,  0,  8,  1,  7, 10,  0,  8,  5,  0],
        [ 1,  0, 11,  7,  0,  1,  8,  0,  9,  8,  0,  9, 10,  0,  5]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 23.],
        [  0.],
        [111.],
        [255.],
        [ 73.],
        [ 72.],
        [570.],
        [323.],
        [ 82.],
        [195.],
        [  0.]])","tensor([[ 3,  4, 11,  1,  4,  0,  1,  0,  8,  6, 10,  0,  4,  5, 11,  0, 11,  9,
          0],
        [ 0,  9,  0,  8,  0,  3,  0,  8, 11,  0,  8,  2,  8,  0,  7,  3,  8,  0,
         11]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 65.],
        [  0.],
        [111.],
        [192.],
        [ 73.],
        [ 72.],
        [274.],
        [323.],
        [ 58.],
        [195.],
        [  0.]])","tensor([[ 8,  0,  4,  0,  2, 11,  3,  7,  9, 11,  0,  0,  0, 10,  8,  8],
        [ 7,  9,  0,  1,  0,  7,  8,  4,  0,  1, 10,  8,  3,  0,  0, 10]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[548.],
        [ 23.],
        [  0.],
        [ 58.],
        [255.],
        [ 73.],
        [ 51.],
        [ 16.],
        [323.],
        [365.],
        [ 23.],
        [  0.]])","tensor([[11,  7,  3,  0,  4,  0,  4,  7, 10, 11,  0,  1,  0, 11,  7,  7,  7,  0],
        [ 7,  1,  0,  6,  9,  3,  1,  8,  8, 10,  4,  0,  5,  8,  8, 10, 11,  9]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 65.],
        [  0.],
        [ 58.],
        [221.],
        [ 17.],
        [ 51.],
        [607.],
        [323.],
        [142.],
        [ 23.],
        [  0.]])","tensor([[ 8,  9,  0,  0,  0,  0,  8,  0,  1,  9,  0,  8,  7, 10],
        [ 7,  0,  2,  5,  7,  9,  7, 11,  7,  4,  1,  0, 10,  7]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 65.],
        [  0.],
        [ 58.],
        [255.],
        [ 17.],
        [ 51.],
        [607.],
        [323.],
        [142.],
        [ 23.],
        [  0.]])","tensor([[ 8,  8,  0,  1,  1,  0, 10,  8, 10],
        [ 4, 10,  8,  8, 10,  4, 11, 11,  8]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 65.],
        [  0.],
        [ 58.],
        [255.],
        [ 17.],
        [ 51.],
        [607.],
        [323.],
        [142.],
        [ 23.],
        [  0.]])","tensor([[ 0,  0],
        [11, 10]])"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[584.],
        [ 65.],
        [  0.],
        [ 58.],
        [255.],
        [ 17.],
        [ 51.],
        [607.],
        [323.],
        [142.],
        [ 23.],
        [  0.]])","tensor([], size=(2, 0), dtype=torch.int64)"
