hour,airport_icao_names,cumulative_delay,edge_index
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [  0.],
        [ 57.]])","tensor([[ 0,  4,  1,  0,  7,  7,  0, 10,  7,  3,  6,  9, 11,  4,  5,  8],
        [ 8,  9,  0,  1,  0,  8,  9,  0,  1,  0,  0,  0,  7,  0,  0,  7]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [ 18.],
        [ 57.]])","tensor([[ 0,  0,  0,  9,  7, 10,  0, 11,  0,  7,  8,  0,  8, 10,  3, 10,  4,  8,
          0,  1, 11],
        [10,  9, 11,  0,  8,  1,  1,  0,  7, 11, 10,  4, 11,  7,  0,  8,  7,  7,
          6,  9, 10]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[524.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [ 18.],
        [ 85.]])","tensor([[ 7, 11,  9,  0,  8,  0,  7,  5,  3,  4,  9,  9,  2,  0, 11,  8,  1,  8],
        [ 8,  8,  4,  8,  0,  5, 11,  0,  0,  1,  1,  0,  0,  3,  7,  1,  0,  3]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [ 79.],
        [272.],
        [  0.],
        [  0.],
        [ 85.]])","tensor([[ 0, 10,  9,  0,  8,  0,  1,  0,  0,  1,  4,  8,  0, 11,  8,  0,  7],
        [ 9,  8,  0,  1, 10,  3,  0,  4, 10,  7,  9, 11,  5,  8,  0,  6,  0]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[237.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [ 79.],
        [132.],
        [  0.],
        [  0.],
        [ 85.]])","tensor([[ 7,  4,  9,  6,  0,  0,  0, 10,  1,  0],
        [ 8,  0,  0,  0, 11,  5,  1, 11,  9,  9]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [ 79.],
        [272.],
        [  0.],
        [  0.],
        [ 85.]])","tensor([[ 1,  8,  0,  0,  3,  0,  9,  0, 11,  9,  1, 10,  5],
        [ 0, 10,  4,  2,  0,  8,  0,  3,  0,  4,  4,  0,  0]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [  0.],
        [ 85.]])","tensor([[ 5,  0,  1,  8, 11,  0,  0,  8,  4,  0, 11, 11,  4,  0,  7,  4],
        [ 0,  9,  0, 11,  8,  2,  1,  1,  9,  3,  7,  0,  0,  8,  8,  8]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[524.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [  0.],
        [ 85.]])","tensor([[ 0, 10, 11,  7,  8,  8,  1,  0,  0,  9,  7,  8],
        [ 5,  8,  1,  8,  7,  7,  8,  3, 11,  0,  4,  0]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[524.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [ 18.],
        [ 85.]])","tensor([[ 0,  0,  2,  1,  0,  8, 10,  0,  7,  0, 11, 11,  9,  3,  9, 10,  7,  7],
        [ 3,  8,  0,  0,  9, 11,  8,  4,  0,  1, 10,  7,  0,  0,  1,  0, 10, 11]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [290.],
        [  0.],
        [ 18.],
        [ 85.]])","tensor([[ 9,  7,  0,  7,  0,  4,  0,  1,  0,  9,  3,  1, 11,  0, 11,  4],
        [ 4,  8,  6,  1,  3,  1,  7,  7,  8,  0,  8,  0,  7, 10,  8,  9]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [290.],
        [  0.],
        [  0.],
        [ 85.]])","tensor([[ 0,  8,  7,  7],
        [ 5,  4, 10, 11]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [  0.],
        [ 57.]])","tensor([[ 0, 10,  0,  1,  1,  0],
        [ 4, 11, 11,  8, 10,  8]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [272.],
        [  0.],
        [  0.],
        [ 57.]])","tensor([[0],
        [8]])"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[478.],
        [ 41.],
        [159.],
        [  0.],
        [  0.],
        [  0.],
        [  0.],
        [125.],
        [290.],
        [  0.],
        [  0.],
        [ 57.]])","tensor([[0, 7],
        [8, 8]])"
