hour,airport_icao_names,cumulative_delay,edge_index
14,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[343.],
        [355.],
        [  0.],
        [  0.],
        [133.],
        [529.],
        [  0.],
        [222.],
        [ 88.],
        [473.]])","tensor([[6, 2, 6, 7, 9, 6, 5, 9, 1, 5, 9],
        [7, 7, 8, 5, 7, 9, 4, 5, 5, 0, 8]])"
15,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[343.],
        [355.],
        [  0.],
        [  0.],
        [133.],
        [529.],
        [608.],
        [316.],
        [ 88.],
        [736.]])","tensor([[5, 1, 7, 6, 1, 1, 5, 5, 5],
        [7, 6, 9, 0, 7, 9, 9, 0, 4]])"
16,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[343.],
        [496.],
        [  0.],
        [  0.],
        [133.],
        [568.],
        [168.],
        [316.],
        [ 88.],
        [736.]])","tensor([[9, 9, 9, 7, 7, 4, 0, 9, 9, 5],
        [3, 6, 5, 1, 5, 5, 6, 1, 4, 9]])"
17,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[343.],
        [496.],
        [  0.],
        [  0.],
        [133.],
        [134.],
        [730.],
        [ 59.],
        [ 88.],
        [736.]])","tensor([[7, 5, 1, 5],
        [6, 7, 5, 6]])"
18,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[205.],
        [496.],
        [  0.],
        [  0.],
        [ 68.],
        [741.],
        [  0.],
        [251.],
        [ 88.],
        [452.]])","tensor([[8, 9, 6, 7, 5, 9, 5, 0, 5, 5, 7, 6, 6, 6, 9, 1, 9, 5, 1],
        [9, 6, 9, 5, 9, 8, 1, 5, 7, 4, 9, 5, 7, 1, 0, 9, 7, 1, 5]])"
19,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[205.],
        [496.],
        [  0.],
        [  0.],
        [ 68.],
        [  0.],
        [  0.],
        [251.],
        [ 88.],
        [452.]])","tensor([[9, 9],
        [5, 1]])"
20,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[271.],
        [446.],
        [  0.],
        [  0.],
        [ 68.],
        [835.],
        [648.],
        [251.],
        [ 88.],
        [629.]])","tensor([[5, 5, 6, 5, 6, 5, 5, 4, 7, 7, 0, 1, 5],
        [1, 9, 0, 0, 9, 1, 0, 5, 9, 6, 5, 5, 6]])"
21,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[271.],
        [446.],
        [  0.],
        [  0.],
        [133.],
        [835.],
        [587.],
        [222.],
        [ 88.],
        [629.]])","tensor([[5, 9, 9, 5, 5, 8, 9, 6, 7, 1, 4, 8, 9],
        [6, 5, 6, 7, 4, 6, 7, 4, 5, 6, 6, 5, 8]])"
22,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[  0.],
        [ 31.],
        [  0.],
        [  0.],
        [133.],
        [453.],
        [552.],
        [222.],
        [ 88.],
        [452.]])","tensor([[1, 9, 9, 9, 5, 1, 0, 5, 0, 7],
        [9, 5, 1, 9, 0, 5, 5, 9, 6, 6]])"
23,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[  0.],
        [ 31.],
        [  0.],
        [  0.],
        [ 68.],
        [811.],
        [552.],
        [222.],
        [ 88.],
        [452.]])","tensor([[7, 6, 5, 6, 1, 5, 6, 0, 4],
        [5, 8, 4, 7, 5, 7, 5, 5, 5]])"
24,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[  0.],
        [355.],
        [  0.],
        [  0.],
        [ 68.],
        [811.],
        [ 75.],
        [251.],
        [ 88.],
        [629.]])","tensor([[3, 7, 6, 5, 1, 9, 9, 9, 4, 8, 9],
        [9, 5, 1, 9, 7, 6, 7, 8, 5, 9, 5]])"
25,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[  0.],
        [307.],
        [  0.],
        [  0.],
        [ 68.],
        [811.],
        [ 75.],
        [140.],
        [ 88.],
        [663.]])","tensor([[5, 7, 5, 1, 4, 0, 5],
        [1, 9, 7, 9, 9, 9, 9]])"
26,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[  0.],
        [307.],
        [  0.],
        [  0.],
        [ 68.],
        [811.],
        [ 75.],
        [ 31.],
        [ 88.],
        [663.]])","tensor([[5],
        [7]])"
27,['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KLAX' 'KSEA' 'KSFO'],"tensor([[  0.],
        [307.],
        [  0.],
        [  0.],
        [ 68.],
        [811.],
        [ 75.],
        [ 31.],
        [ 88.],
        [ 19.]])","tensor([[9, 5, 7],
        [7, 9, 9]])"
