hour,airport_icao_names,cumulative_delay,edge_index
14,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1817.],
        [ 466.],
        [   0.],
        [ 221.],
        [ 180.],
        [   0.],
        [  33.],
        [  69.],
        [  59.],
        [ 197.],
        [ 335.],
        [ 142.]])","tensor([[10,  3,  6,  9,  1, 11,  5,  0,  1,  8,  0,  4,  2,  7,  8,  8],
        [11,  0,  0,  0,  0,  7,  0,  9, 11,  0,  8,  9,  0,  1,  0,  4]])"
15,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1849.],
        [ 270.],
        [  45.],
        [ 221.],
        [  53.],
        [   0.],
        [  50.],
        [  69.],
        [ 109.],
        [  56.],
        [ 198.],
        [ 142.]])","tensor([[ 0,  7,  4,  4,  1,  0,  0, 10,  7, 10,  0,  8,  0,  0,  8,  0,  1,  9,
         11, 11],
        [ 9,  0,  1,  0,  9,  7, 11,  0,  8,  1,  3, 10,  6,  4, 11,  2,  0,  0,
          8,  0]])"
16,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[662.],
        [401.],
        [ 45.],
        [221.],
        [  0.],
        [ 39.],
        [ 50.],
        [401.],
        [  0.],
        [ 56.],
        [198.],
        [  0.]])","tensor([[ 8,  0,  8,  0,  9,  0,  2, 11,  7,  5,  3,  8,  0,  4,  0, 10],
        [ 7,  1,  3,  8,  4, 10,  0,  7, 11,  0,  0,  1,  3,  7,  5,  7]])"
17,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1138.],
        [ 220.],
        [  45.],
        [ 113.],
        [   0.],
        [  39.],
        [  50.],
        [ 401.],
        [  42.],
        [ 166.],
        [ 335.],
        [ 142.]])","tensor([[11,  7,  0,  0,  0,  0,  4,  8,  9,  0, 11,  1,  0,  8,  1],
        [10,  8,  3,  9,  1, 11,  9, 11,  0, 10,  8,  0,  5, 10, 10]])"
18,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1817.],
        [ 466.],
        [  45.],
        [ 113.],
        [  18.],
        [  39.],
        [  50.],
        [ 302.],
        [ 109.],
        [ 197.],
        [ 335.],
        [ 142.]])","tensor([[ 0,  9,  0,  8,  7,  4,  1,  3, 10,  0,  2,  9,  0],
        [ 4,  0,  8,  0,  0,  0,  7,  0,  8,  1,  0,  1,  9]])"
19,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[ 83.],
        [466.],
        [ 29.],
        [221.],
        [ 96.],
        [ 39.],
        [ 33.],
        [302.],
        [  0.],
        [ 56.],
        [238.],
        [142.]])","tensor([[ 9,  1,  7, 10, 11,  0,  1,  0,  0,  0,  0,  8,  9],
        [ 0,  4,  8,  0,  0, 10,  9,  6,  3,  2,  5, 10,  4]])"
20,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[759.],
        [466.],
        [ 29.],
        [221.],
        [180.],
        [ 39.],
        [ 33.],
        [132.],
        [ 42.],
        [166.],
        [238.],
        [  0.]])","tensor([[ 5,  4,  8, 11, 10,  3,  8,  8,  0,  0,  0],
        [ 0,  9, 11,  8,  8,  0,  7,  0,  9,  8,  4]])"
21,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1117.],
        [ 466.],
        [   0.],
        [ 141.],
        [ 180.],
        [  39.],
        [  33.],
        [ 104.],
        [ 109.],
        [ 166.],
        [ 238.],
        [ 142.]])","tensor([[ 1,  4,  0,  0,  0, 10, 11, 10,  3,  8,  5,  0,  0,  0,  7],
        [ 8,  0,  3,  8,  2, 11,  7, 11,  0, 11,  0,  9, 11,  5,  8]])"
22,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1849.],
        [ 401.],
        [   0.],
        [ 113.],
        [  53.],
        [   0.],
        [  33.],
        [   0.],
        [ 109.],
        [ 166.],
        [   0.],
        [ 142.]])","tensor([[ 3,  8,  0,  8,  0, 11,  0,  6,  0, 11,  2,  8,  7,  0,  3,  9,  1,  2],
        [ 0, 10,  3,  7,  4,  8,  1,  0,  5,  0,  0,  0,  4,  1,  8,  0,  0,  0]])"
23,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1117.],
        [ 330.],
        [   0.],
        [ 113.],
        [  53.],
        [   0.],
        [   0.],
        [ 421.],
        [ 109.],
        [ 166.],
        [  45.],
        [   0.]])","tensor([[10, 11,  0,  0, 11,  0,  7,  7,  9,  4, 11,  8,  1,  6,  4,  5,  7, 11],
        [ 8,  0, 10,  6,  8,  8, 11,  1,  0,  0,  1,  7,  7,  0,  9,  0,  8,  7]])"
24,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1138.],
        [ 466.],
        [   0.],
        [ 368.],
        [ 136.],
        [   0.],
        [   0.],
        [ 377.],
        [  24.],
        [ 166.],
        [ 335.],
        [   0.]])","tensor([[ 0,  7, 11, 10, 10,  0,  9,  0,  4,  0,  0,  9,  0,  8, 10,  7,  9,  0],
        [ 9, 10, 10,  8,  1,  5,  0,  2,  1,  9,  7,  1,  3,  0,  7, 10,  4,  1]])"
25,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[1138.],
        [ 466.],
        [   0.],
        [ 113.],
        [  18.],
        [   0.],
        [   0.],
        [ 377.],
        [  42.],
        [ 166.],
        [ 198.],
        [ 142.]])","tensor([[ 0,  8,  1,  0, 11,  0,  8, 10,  0],
        [ 3, 11,  8,  4, 10,  8,  7, 11, 11]])"
26,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[978.],
        [466.],
        [  0.],
        [113.],
        [ 18.],
        [  0.],
        [  0.],
        [377.],
        [ 59.],
        [166.],
        [335.],
        [142.]])","tensor([[ 1,  0,  1,  8,  0,  1],
        [ 0, 10,  0, 10,  8, 10]])"
27,"['KATL' 'KBOS' 'KBWI' 'KDCA' 'KDFW' 'KEWR' 'KIAD' 'KJFK' 'KLAX' 'KLGA'
 'KSEA' 'KSFO']","tensor([[978.],
        [466.],
        [  0.],
        [113.],
        [ 18.],
        [  0.],
        [  0.],
        [377.],
        [109.],
        [166.],
        [335.],
        [142.]])","tensor([[ 0,  0],
        [11,  8]])"
